BEDRIJFSNAAM;VESTIGINGSPLAATS;VERSTREKT VOORSCHOT
STEENOVEN CATERING B.V.;HELMOND;11,856
STEENSMA;OSS;1,203
STEENVOORDEN;LEIDSCHENDAM;4,689
STEENZETTERIJ LIGTHART B.V.;HARLINGEN;8,028
STEFANOVA ARCHITECTEN B.V.;AMSTERDAM;23,697
STEFANUS B.V.;AMSTERDAM;6,591
STEFFIE'S STUDIO'S B.V.;ALBLASSERDAM;2,946
STEGEMAN HOORTECHNIEK HARDENBERG B.V.;HARDENBERG;4,677
STEGEMAN HOORTECHNIEK RIJSSEN B.V.;RIJSSEN;5,331
STEIJN;AMSTERDAM;7,680
STEIJNS LOGISTICS B.V.;RAAMSDONKSVEER;3,006
STEIJNS TRANSPORT B.V.;RAAMSDONKSVEER;1,458
STEINBERG RINGFABRIEK AMSTERDAM B.V.;AMSTERDAM;15,840
STEINBERG RINGFABRIEK B.V.;ROTTERDAM;11,730
STEINFORT;ZOETERMEER;4,839
STELL SIGN-PROJECTS B.V.;WINTERSWIJK;24,039
STELLA ZUID B.V.;MAASTRICHT;18,171
STELLAR TRAVEL SUPPLIES B.V.;WEESP;3,204
STELLING SPORT B.V.;ARNHEM;14,115
STELT;NIEUWENDIJK NB;1,725
STEMAR ENGINEERING B.V.;ALKMAAR;30,084
STENGER;ALMELO;1,482
STENTEC SOFTWARE B.V.;HEEG;19,755
STEPA AFWERKING B.V.;ASSENDELFT;33,867
STEPFIVE COMMUNICATIE EN DESIGN B.V.;NIJMEGEN;6,054
STEPHAN;MEPPEL;17,187
STEPS FOOTSOCKS B.V.;OOST WEST EN MIDDELBEERS;61,005
STEPS HOLDING B.V.;OOST WEST EN MIDDELBEERS;16,530
STER EXPRES B.V.;ZAANDAM;17,379
STERK;BEESD;4,590
STERK B.V.;DRACHTEN;198,390
STERK IN AFBOUW AMSTERDAM B.V.;AMSTERDAM;9,027
STERK LETSELSCHADE B.V.;AMSTERDAM;6,231
STERK METAAL B.V.;DRACHTEN;15,738
STERK SEAFOOD B.V.;LEMMER;18,957
STERK TRAILERS B.V.;GIESSEN;57,228
STERK WATERWERKEN B.V.;DRACHTEN;8,355
STERK WERK COMMUNICATIE B.V.;ROTTERDAM;23,064
STERKE ZET V.O.F.;PANNINGEN;5,901
STERKEN;VALKENSWAARD;4,587
STERN 1M B.V.;NIEUWEGEIN;658,794
STERN 2R B.V.;EINDHOVEN;228,462
STERN 3F B.V.;HOOFDDORP;471,528
STERN 4F B.V.;HOUTEN;51,255
STERN 4J B.V.;HAARLEM;40,260
STERN 4V B.V.;HAARLEM;205,626
STERN 5K B.V.;PURMEREND;50,883
STERN 5O B.V.;WORMERVEER;185,997
STERN CUSTOMER SERVICES B.V.;AMSTERDAM-DUIVENDRECHT;34,815
STERN GROEP N.V.;AMSTERDAM-DUIVENDRECHT;57,150
STERN TELECOM B.V.;AMSTERDAM;10,149
STERNFACILITAIR B.V.;AMSTERDAM-DUIVENDRECHT;137,121
STERNFACILITAIR MN B.V.;AMSTERDAM-DUIVENDRECHT;231,279
STERNPOINT B.V.;AMSTERDAM-DUIVENDRECHT;427,734
STERNRENT B.V.;PURMEREND;118,923
STERRE AREND B.V.;WIJCHEN;12,819
STERREN;MILLINGEN AAN DE RIJN;714
STEVE SWEET MUSIC B.V.;BERGSCHENHOEK;2,184
STEVENS;AMSTERDAM;4,359
STEVENS IDE PARTNERS B.V.;ENSCHEDE;7,083
STEVENS VAN ABBE;AMSTELVEEN;1,248
STG THEATERS DILIGENTIA EN PEPIJN;S-GRAVENHAGE;50,331
STG TOUROPERATING B.V.;VALKENBURG LB;5,622
STG. DE CHINESE BRUG;S-GRAVENHAGE;2,314
STH B.V.;KLUNDERT;26,904
"STICHTING ""DE DROMMEDARIS""";ENKHUIZEN;5,235
"STICHTING ""DE LAWEI""";DRACHTEN;98,316
"STICHTING ""DE NOORDPUNT""";UTRECHT;1,074
"STICHTING ""DE ONTMOETING""";ERMELO;6,192
"STICHTING ""DE POORT"" CENTRUM VOOR SPIRITUALITEIT";GRONINGEN;3,774
"STICHTING ""DE WATERAKKERS""";HEEMSKERK;20,610
"STICHTING ""DEN HEUVEL""";ALPHEN NB;4,002
"STICHTING ""DORPSHUIS"" NIEUWE PEKELA";NIEUWE PEKELA;2,475
"STICHTING ""HET SPOOKBOS""";EEMNES;13,416
"STICHTING ""INTERNATIONAAL JURIDISCH INSTITUUT""";S-GRAVENHAGE;9,438
"STICHTING ""MUNTTHEATER""";WEERT;49,035
"STICHTING ""MUNTTHEATER""";WEERT;1,131
"STICHTING ""ONS HUIS""";ALMEN;2,610
"STICHTING ""ONTMOETINGSCENTRUM PESSE"" E.O.";PESSE;9,018
"STICHTING ""OOK VOOR JOU"" HORECA";KROMMENIE;5,643
"STICHTING ""VVV ROOSENDAAL""";ROOSENDAAL;20,892
STICHTING A.S.W.H.;HENDRIK-IDO-AMBACHT;1,080
STICHTING AAN DE SLINGER;HOUTEN;16,152
STICHTING ABC HAARLEM ARCHITECTUUR EN BOUWHISTORIE;HAARLEM;3,732
STICHTING ADAMAS INLOOPHUIS;NIEUW-VENNEP;6,315
STICHTING ADMINISTRATIEKANTOOR CHINA RED;UTRECHT;1,650
STICHTING AESTIMAVI;ZWOLLE;34,050
STICHTING AFS NEDERLAND;AMERSFOORT;2,589
STICHTING AGALAB;AMSTERDAM;3,675
STICHTING AGO ZWEMBAD;DIEMEN;4,743
STICHTING AGOGO;AMSTERDAM;2,166
STICHTING AGORA RUCPHEN;RUCPHEN;8,829
STICHTING AKKOMODATIE BUURSE;HAAKSBERGEN;1,815
STICHTING AKOESTICUM;EDE GLD;45,105
STICHTING AKTIVITEITENWERK HIJKEN EN OMSTREKEN;HIJKEN;3,378
STICHTING AKVO;AMSTERDAM;82,062
STICHTING ALLIANCE FRANCAISE ROTTERDAM;ROTTERDAM;2,637
STICHTING ALMEERSE THEATERS;ALMERE;73,737
STICHTING ALMERE CITY MARKETING;ALMERE;29,271
STICHTING ALS NEDERLAND;S-GRAVENHAGE;34,845
STICHTING ALS OP DE WEG;ZAANDAM;5,613
STICHTING AMARE;S-GRAVENHAGE;306,606
STICHTING AMSTERDAM ART;AMSTERDAM;16,656
STICHTING AMSTERDAM DANCE EVENT;AMSTERDAM;63,747
STICHTING AMSTERDAM LIGHT FESTIVAL;AMSTERDAM;38,385
STICHTING AMSTERDAM&PARTNERS;AMSTERDAM;322,302
STICHTING AMSTERDAMS FILMHUIS;AMSTERDAM;27,993
STICHTING ARATAME HEALTH;HEERLEN;13,251
STICHTING ARBEID4ALL;AKERSLOOT;86,088
STICHTING ARBEIDSLOKET MET PENSIOEN;GRONINGEN;16,131
STICHTING ARCHITECTUUR LOKAAL;AMSTERDAM;43,545
STICHTING AREA 51;EINDHOVEN;32,784
STICHTING ARMINIUS;ROTTERDAM;17,403
STICHTING ARTOTHEEK HEERHUGOWAARD;HEERHUGOWAARD;3,174
STICHTING BALLETSCHOOL SCHAGEN;SCHAGEN;5,919
STICHTING BALLS;AMSTERDAM;12,504
STICHTING BAROKCONCERTEN NEDERLAND;ELBURG;16,725
STICHTING BEELDEND GESPROKEN;AMSTERDAM;9,387
STICHTING BEHEER BADHUIS;AMSTERDAM;1,299
STICHTING BEHEER JAA TRAINING ORGANISATION;SCHIPHOL-RIJK;37,284
STICHTING BEHEER MFC STEENWIJKERWOLD;STEENWIJKERWOLD;1,881
"STICHTING BEHEER SOCIAAL-CULTUREEL CENTRUM ""'T KLOOSTER""";BAVEL;3,837
STICHTING BEHEER SPORTHAL DEDEMSVAART;DEDEMSVAART;1,692
STICHTING BEHEER STADIONBAR DE AFTRAP;EINDHOVEN;17,544
STICHTING BEHEER SUPPORTERSHOME AJAX;AMSTERDAM;7,293
STICHTING BEHEER WARENAR;WASSENAAR;6,708
STICHTING BELANGENBEHARTIGING SOCIALE ZEKERHEID;NIJMEGEN;25,827
STICHTING BESTEMMING NOORDOOST-BRABANT;LIEMPDE;39,117
STICHTING BESTUURSORGAAN ELZENBURG;VUGHT;12,948
"STICHTING BETAALD VOETBAL ""EXCELSIOR""";ROTTERDAM;127,539
STICHTING BEVORDERING MUZIEKIMPROVISATIE;TILBURG;10,482
STICHTING BEWONERSBEDRIJF KRUISKAMP ONDERNEEMT|;AMERSFOORT;3,831
STICHTING BEWONERSINITIATIEF BUURTCENTRUM WORMERVEER;WORMERVEER;4,956
STICHTING BEZOEKERSCENTRUM DE GROTE RIVIEREN;HEEREWAARDEN;1,455
STICHTING BIBELOT;DORDRECHT;28,287
STICHTING BIBLIONEF NEDERLAND;S-GRAVENHAGE;9,819
STICHTING BIJZONDER IN BEWEGING;SITTARD;14,826
STICHTING BIMHUIS;AMSTERDAM;37,626
STICHTING BINNENDIEZE 'S-HERTOGENBOSCH;S-HERTOGENBOSCH;12,561
STICHTING BINNENSPORT ACCOMODATIES LAREN;LAREN NH;16,437
STICHTING BINNENSPORT PUTTEN;PUTTEN;9,795
STICHTING BINNENSTADSCENTRUM;ALKMAAR;13,608
STICHTING BIO BASE EUROPE TRAINING CENTER;TERNEUZEN;8,733
STICHTING BOEDERIJMUSEUM DE BOVENSTREEK;OLDEBROEK;1,887
STICHTING BOEI 90;S-GRAVENHAGE;1,461
STICHTING BORCHUUS KULTURHUS;VARSSEVELD;6,870
STICHTING BOSBAD DE VUURSCHE;BAARN;5,985
STICHTING BOTANISCHE TUIN KERKRADE;KERKRADE;7,674
STICHTING BOUWEN MET STAAL;ZOETERMEER;35,718
STICHTING BUILDING;GRONINGEN;26,946
STICHTING BUSINESSCLUB DVS '33 ERMELO;ERMELO;11,874
STICHTING BUURT- EN CLUBHUISWERK D'EVELAER;HEEMSKERK;5,040
STICHTING BUURTBEHEER EN -ONTWIKKELING ZEEHELDENKWARTIER;S-GRAVENHAGE;23,091
STICHTING BUURTCENTRUM DE PELIKAAN;KROMMENIE;4,173
STICHTING BUURTCENTRUM DE ROMEIN;MAASTRICHT;2,265
STICHTING BUURTCENTRUM NAZARETH;MAASTRICHT;4,260
STICHTING BUURTHUIS KEIJENBURG;ROOSENDAAL;4,212
STICHTING BUURTWERK DE HOUTENHOEK;DEURNE;3,753
STICHTING C2C EXPOLAB;VENLO;14,883
STICHTING CAMA ZENDING;DRIEBERGEN-RIJSENBURG;6,687
STICHTING CAPRERA OPENLUCHTTHEATER & WANDELPARK;BLOEMENDAAL;10,458
STICHTING CARE ALLIANTIE;UTRECHT;17,043
STICHTING CARE ZORG&WELZIJN;DEVENTER;6,312
STICHTING CARNIVORA;BERINGE;2,925
STICHTING CASCADE;HENDRIK-IDO-AMBACHT;26,586
STICHTING CCI BOEKELO;ENSCHEDE;1,587
STICHTING CENTER FOR INTERNATIONAL LEGAL COOPERATION (CILC);S-GRAVENHAGE;43,584
STICHTING CENTRAAL MUSEUM;UTRECHT;329,118
STICHTING CENTRE DE COURS ALLIANCE FRANCAISE DE LA HAYE;S-GRAVENHAGE;16,416
STICHTING CENTRUM 16/22;S-GRAVENHAGE;87,060
STICHTING CENTRUM ONDERNEMERS ROTTERDAM RIJNMOND;ROTTERDAM;1,665
STICHTING CENTRUM VOOR DE KUNSTEN EINDHOVEN;EINDHOVEN;84,348
STICHTING CENTRUM VOOR INFORMATIE EN DOCUMENTATIE ISRAEL;S-GRAVENHAGE;31,491
STICHTING CENTRUM VOOR NATUUR- EN MILIEUEDUCATIE WESTELIJKE MIJN- STREEK;BORN;6,924
STICHTING CENTRUM VOOR OUDEREN DE KEMPHAAN;VENRAY;882
STICHTING CHRIS EN VOORKOM!;DORDRECHT;89,340
STICHTING CHRISTELIJKE BOEKHANDEL DAVID;ENSCHEDE;831
STICHTING CHRISTELIJKE BOEKHANDEL DE ECHO;HUIZEN;819
STICHTING CHRIST'S HOPE NEDERLAND;ZWOLLE;4,788
STICHTING CHV CULTUUR HAVEN VEGHEL;VEGHEL;30,246
STICHTING CIEE AMSTERDAM;AMSTERDAM;13,686
STICHTING CINEBERGEN;BERGEN NH;5,454
STICHTING CINEMA OOSTEREILAND;HOORN NH;6,648
STICHTING CIRKELBAAN;LISSE;10,053
STICHTING CLEANSING STREAM MINISTRIES NEDERLAND;PUTTERSHOEK;1,998
STICHTING CLUBHUIS HELIOS;DEVENTER;10,527
STICHTING COMPLETE DIENSTEN;S-GRAVENHAGE;1,539
STICHTING CONCERT- EN CONGRESGEBOUW DE DOELEN;ROTTERDAM;281,967
STICHTING CONCORDIA KUNST & CULTUUR;ENSCHEDE;46,107
STICHTING CONFERENTIECENTRUM EINDHOVEN;EINDHOVEN;3,291
STICHTING CONSENSUS VOCALIS;TWELLO;3,018
STICHTING CONTINUITEIT OMNIVERSUM;S-GRAVENHAGE;43,596
STICHTING COOL;HEERHUGOWAARD;65,202
STICHTING CREA;AMSTERDAM;39,918
STICHTING CREATIVE ARTS SCHOOL ELEVATE;VEENENDAAL;891
STICHTING CROSS YOUR BORDERS;NIJMEGEN;17,490
STICHTING CROW;EDE GLD;337,854
STICHTING CTALENTS;AMSTERDAM;5,388
"STICHTING CULTUREEL CENTRUM ""DE HARMONIE""";LEEUWARDEN;30,774
"STICHTING CULTUREEL CENTRUM ""DE SCHOOF""";WERVERSHOOF;6,588
STICHTING CULTUREEL CENTRUM DE BLAUWE KEI;VEGHEL;21,765
STICHTING CULTUREEL CENTRUM DE HOFNAR;VALKENSWAARD;27,924
STICHTING CULTUREEL CENTRUM DE WIESE;SCHALKWIJK;4,293
STICHTING CULTUREEL CENTRUM PAARD;S-GRAVENHAGE;53,208
STICHTING CULTUREEL CENTRUM VENRAY;VENRAY;31,473
STICHTING CULTUREEL CENTRUM WINTERSWIJK;WINTERSWIJK;18,780
STICHTING CULTUREEL ERFGOED STOOMSCHIP ROTTERDAM;ROTTERDAM;2,955
STICHTING CULTURELE CENTRA GILZE EN RIJEN (CCGR);RIJEN;74,979
STICHTING CULTURELE EN CIVIELE DIENSTVERLENING KUNSTEN;MAASTRICHT;20,181
STICHTING CULTURELE ORGANISATIE HELLENDOORN;NIJVERDAL;25,704
STICHTING CULTUUR KWARTIER SNEEK;SNEEK;102,480
STICHTING CULTUURHUIS HOOGEVEEN;HOOGEVEEN;52,077
STICHTING CULTUURHUUS BATHMEN;BATHMEN;2,349
STICHTING CULTUURKUST;HARDERWIJK;19,998
STICHTING CULTUURPODIUM BOERDERIJ;ZOETERMEER;33,390
STICHTING CULTUURPODIUM GROENE ENGEL;OSS;20,559
STICHTING CURSUSLAND;ROTTERDAM;3,255
STICHTING DANSTHEATER AYA;AMSTERDAM;13,467
STICHTING DATSJA;SNEEK;7,911
STICHTING DBLS (DAGELIJKS BEHEER LINDEHOF SPIJK);SPIJK GEM WEST BETUWE;2,478
"STICHTING DCB ""TWENTHE CENTRUM""";DIEPENHEIM;17,880
STICHTING DE BALIE, CENTRUM VOOR THEATER, POLITIEK EN LITTERATUUR;AMSTERDAM;60,432
"STICHTING DE BEAUFORT (SDB); WERKNAAM: HET BEAUFORTHUIS";AUSTERLITZ;6,942
STICHTING 'DE BELLEMAN';VALKENSWAARD;12,168
STICHTING DE BETROKKEN SPARTAAN;ROTTERDAM;2,637
STICHTING DE BIECHTEN;ROSMALEN;14,457
STICHTING DE BINNENHOF JEUGD- EN PAROCHIEHUIS NAALDWIJK;NAALDWIJK;4,485
STICHTING DE BRINK OBDAM;OBDAM;8,298
STICHTING DE BRON HORECA;ALPHEN AAN DEN RIJN;7,179
STICHTING DE BUITENGAANDER;WESTERHOVEN;10,062
STICHTING DE BUNGALOW SOMEREN;SOMEREN;4,572
STICHTING DE BURCHT;AMSTERDAM;24,429
STICHTING DE DANSERS;UTRECHT;13,338
STICHTING DE EENDRACHT;GEMERT;12,486
STICHTING DE EFFENAAR;EINDHOVEN;81,579
STICHTING DE EIJNDERIC;HEESCH;6,489
STICHTING DE FONKEL;HELMOND;2,505
STICHTING DE FRISSE BLIK;ILPENDAM;15,804
STICHTING DE GEERHOEK;WOUW;4,725
STICHTING DE GIFT CITY;ZWOLLE;9,783
STICHTING DE GILDENBOND;KAATSHEUVEL;11,037
STICHTING DE GOEDE AARDE;FIJNAART;5,019
STICHTING DE GOOISE ARK;BUSSUM;7,065
STICHTING DE GROENE ZWAAN;DE RIJP;456
STICHTING DE HAMAR;BELFELD;9,594
STICHTING DE HEERENHOF;MECHELEN;5,778
STICHTING DE HELLING UTRECHT;UTRECHT;25,935
STICHTING DE HERBERG APELDOORN;APELDOORN;4,188
STICHTING DE HUVE (655);EIBERGEN;2,034
STICHTING DE KARGADOOR;UTRECHT;12,030
STICHTING DE KINKEL;BEMMEL;10,560
STICHTING DE KOM, STADSTHEATER EN KUNSTENCENTRUM;NIEUWEGEIN;45,921
STICHTING DE KOORNBEURS;FRANEKER;11,166
STICHTING DE KRACHTCENTRALE 013;TILBURG;8,070
STICHTING DE LEGE KNIP;HEERENVEEN;5,346
STICHTING DE LIEDJESFABRIEK;NIJMEGEN;4,050
STICHTING DE MAASPOORT VENLO;VENLO;100,881
STICHTING DE MAASSTEE;ASSEN;2,028
STICHTING DE MAASVEREN;LITH;53,520
STICHTING DE MEENTHE;STEENWIJK;69,981
STICHTING DE MEERVAART;AMSTERDAM;81,876
STICHTING DE MEULEBEEK;MEERLO;2,019
STICHTING DE MOERKOAL;BERLICUM NB;3,675
STICHTING DE MUZE NOORDWIJK;NOORDWIJK ZH;21,342
STICHTING DE NEDERLANDSCHE CACAOFABRIEK;HELMOND;19,197
STICHTING DE NIEUWE BERCHPLAETS;BERGHEM;4,167
STICHTING DE NIEUWE SCHOOL;AMSTERDAM;39,129
STICHTING DE OMVAL;DIEMEN;22,053
STICHTING DE OOIEVAART;S-GRAVENHAGE;20,340
STICHTING DE OUDE KERK TE AMSTERDAM;AMSTERDAM;16,026
STICHTING DE PAS;HEESCH;23,067
STICHTING DE PRACHT EKENROOI;WAALRE;5,172
STICHTING DE RIJSWIJKSE SCHOUWBURG;RIJSWIJK ZH;54,927
STICHTING DE ROOS;AMSTERDAM;27,024
STICHTING DE SCHIERSTINS;FEANWALDEN;705
STICHTING DE SPEELDOOS;BAARN;27,735
STICHTING DE TIJDMACHINE;DEVENTER;14,844
STICHTING DE TONEELSCHUUR;HAARLEM;52,341
STICHTING DE VIERDE MUSKETIER;ZWOLLE;39,189
STICHTING DE VISKENIJ;SIDDEBUREN;2,109
STICHTING DE VLIEREN;BREDA;6,333
STICHTING DE WIEGER;DEURNE;1,905
STICHTING DE WOLKENFABRIEK GRONINGEN;GRONINGEN;762
STICHTING DE ZAANSE SCHANS;ZAANDAM;69,345
STICHTING DE ZANDLOPER;BERGHAREN;9,798
STICHTING DELAMAR THEATER;AMSTERDAM;112,140
STICHTING D'ELECTRIQUE;AMSTERDAM;14,046
STICHTING DELTA-9;ARNHEM;8,796
STICHTING DEN DURPSHERD;BERLICUM NB;24,039
STICHTING DENKSPORT LEIDEN;LEIDEN;1,395
STICHTING DEPOT EINDHOVEN;EINDHOVEN;3,000
STICHTING DIAMONDS 2000;S-GRAVENHAGE;2,841
STICHTING DIANA MEIJER SHOWBIZZ ACADEMY;S-GRAVENHAGE;1,539
STICHTING DIENSTEN- EN RECREATIE- COMPLEX NIEUWE HAVEN;DEN HELDER;26,874
STICHTING DIERENASIEL GORINCHEM EN OMSTREKEN;GORINCHEM;8,892
STICHTING DIERENOPVANGCENTRUM NOORDWIJK;NOORDWIJK ZH;2,853
STICHTING DIERENTEHUIS ZEIST EN OMGEVING;AUSTERLITZ;5,589
STICHTING DIRK KUYT FOUNDATION;ROTTERDAM;16,872
STICHTING DISCOVERY MUSEUM;KERKRADE;75,933
STICHTING DIVERSITEITSLAND;AMSTERDAM;15,471
STICHTING DMPERSONEEL;BARENDRECHT;52,854
STICHTING DOCUMENTATIECENTRUM MAARTENSHUIS;HOOFDDORP;1,212
STICHTING DOK6 THEATER;PANNINGEN;7,269
STICHTING DOLFIJN VAKANTIES;WATERINGEN;25,557
STICHTING DOMUNDER;UTRECHT;6,336
STICHTING DONCKHUYS;DONGEN;20,343
STICHTING DOORNROOSJE;NIJMEGEN;164,232
STICHTING DORCAS AID INTERNATIONAL;ALMERE;164,409
STICHTING DORDRECHT MARKETING EN PARTNERS;DORDRECHT;31,407
STICHTING DORPHUIS ASPEREN;ASPEREN;2,568
STICHTING DORPSCENTRUM OEGSTGEEST;OEGSTGEEST;2,073
STICHTING DORPSCENTRUM 'T BUURTHUUS NOORDWOLDE;NOORDWOLDE FR;4,023
STICHTING DORPSCENTRUM VELDHOVEN;VELDHOVEN;3,201
STICHTING DORPSCENTRUM VOGELWAARDE;VOGELWAARDE;696
STICHTING DORPSCENTRUM ZWARTEWAAL;ZWARTEWAAL;3,159
STICHTING DORPSHERBERG LANTING;MEEDHUIZEN;2,151
"STICHTING DORPSHUIS ""DE EEKHOF""";EKEHAAR;1,605
"STICHTING DORPSHUIS ""DE SCHAKEL""";KOEKANGE;4,974
"STICHTING DORPSHUIS ""DE VANG""";BENNINGBROEK;2,850
"STICHTING DORPSHUIS ""DE VUURKORF"" NIEUWEROORD";NIEUWEROORD;423
"STICHTING DORPSHUIS ""OENS HUUS""";WAPSE;399
"STICHTING DORPSHUIS ""ONS CENTRUM""";SCHIERMONNIKOOG;2,880
STICHTING DORPSHUIS ALTEVEER- KERKENVELD;KERKENVELD;4,005
STICHTING DORPSHUIS ANGERLO;ANGERLO;7,602
STICHTING DORPSHUIS BAAMBRUGGE;BAAMBRUGGE;6,507
STICHTING DORPSHUIS BORGER;BORGER;3,102
STICHTING DORPSHUIS DALERPEEL- NIEUWE KRIM;DALERPEEL;1,584
STICHTING DORPSHUIS DE FAKKEL;USQUERT;951
STICHTING DORPSHUIS DE KWAKEL;DE KWAKEL;4,734
STICHTING DORPSHUIS DE LEEUWERIK;GALDER;2,172
STICHTING DORPSHUIS DE OUDE SCHOOL;HENSBROEK;1,887
STICHTING DORPSHUIS DE SMIS;DUIZEL;2,970
STICHTING DORPSHUIS DREMPT GILDEHOF-KE;DREMPT;2,337
STICHTING DORPSHUIS ECHTENERBRUG;ECHTENERBRUG;1,971
STICHTING DORPSHUIS EGMOND AAN DEN HOEF;EGMOND AAN DEN HOEF;1,380
STICHTING DORPSHUIS GROESSEN;GROESSEN;3,213
STICHTING DORPSHUIS GROOTEBROEK;GROOTEBROEK;4,350
STICHTING DORPSHUIS HET TREFPUNT;MARKEN;1,248
STICHTING DORPSHUIS KRUISLAND;KRUISLAND;594
STICHTING DORPSHUIS KUDELSTAART;KUDELSTAART;9,672
STICHTING DORPSHUIS KWINTSHEUL- KASTANJEHOF;KWINTSHEUL;2,322
STICHTING DORPSHUIS NOORDELOOS;NOORDELOOS;6,636
STICHTING DORPSHUIS S HEER HENDRIKSKINDEREN;S-HEER HENDRIKSKINDEREN;798
STICHTING DORPSHUIS ST. PANCRAS;SINT PANCRAS;6,546
STICHTING DORPSHUIS SUAMEER;SUMAR;3,513
STICHTING DORPSHUIS TREFPUNT;HALLUM;3,855
STICHTING DORPSHUIS TWISK;TWISK;2,241
STICHTING DORPSHUIS WELSUM;WELSUM;4,944
STICHTING DORPSHUIS WESTERBROEK;WESTERBROEK;3,972
STICHTING DORPSHUIS WOUDSEND EN OMSTREKEN;WOUDSEND;4,359
STICHTING DORPSHUIS ZEVENHUIZEN;ZEVENHUIZEN ZH;6,348
STICHTING DORPSHUIS ZIJTAART;VEGHEL;2,541
STICHTING DORPSHUIS ZWARTEMEER;ZWARTEMEER;3,978
STICHTING DORPSHUIZEN;HOEVEN;7,971
STICHTING DORPSHUIZEN LAARBEEK;LIESHOUT;30,119
STICHTING DORPSHUUS HEINO;HEINO;1,050
STICHTING DORPSWERK SPRUNDEL;SPRUNDEL;3,246
STICHTING DOS BAILADORES;LEIDEN;198
STICHTING DOWNEY'S COFFEE AND TEA;AMERSFOORT;5,304
STICHTING DR. SCHROEDER VAN DER KOLK BEDRIJVEN;S-GRAVENHAGE;99,270
STICHTING DRAKENBURG;BAARN;39,495
STICHTING DREAM4KIDS;ROSMALEN;9,282
STICHTING DRENTS MUSEUM;ASSEN;91,626
STICHTING DRESS FOR SUCCESS UTRECHT;UTRECHT;2,505
STICHTING DROOMDAG;ROELOFARENDSVEEN;2,700
STICHTING DRU NETHERLANDS;ARNHEM;9,861
STICHTING DUTCH DREAM FOUNDATION;SCHIPHOL-RIJK;15,318
STICHTING ECOVATA;OISTERWIJK;4,248
STICHTING EDINOVA;BEVERWIJK;21,963
STICHTING EDUCATIEVE PROJECTEN;AMSTERDAM;29,442
STICHTING EDUNOVA;EINDHOVEN;10,959
STICHTING EETTAFEL TYCHE;DELFT;1,425
STICHTING EIGEN REGIE;MAASTRICHT;10,596
STICHTING EKKO;UTRECHT;37,119
STICHTING EKMEL;AMSTERDAM;8,124
STICHTING ELCKERLYC;HILVARENBEEK;2,799
STICHTING ELFSTEDENHAL;LEEUWARDEN;41,964
STICHTING ELISABETH WEESHUIS MUSEUM;CULEMBORG;4,398
STICHTING EMERALD-STICHTING TOT BEVORDERING VAN DE SCHILDERTHERAPIE OP ANTHROPOSOFISCHE GRONDSLAG;S-GRAVENHAGE;1,737
STICHTING EMMA AT WORK;AMSTERDAM;38,811
STICHTING ENERGY CHALLENGES;CUIJK;13,827
STICHTING ERASMUS SPORT;ROTTERDAM;52,365
STICHTING ERASMUS STUDENTEN PAVILJOEN;ROTTERDAM;45,591
STICHTING ERDEM;AMSTERDAM;4,992
STICHTING ERFGOEDPARK BATAVIALAND;LELYSTAD;72,726
STICHTING ESCHER COLLECTIE;S-GRAVENHAGE;24,696
STICHTING ESPENDONK;HELMOND;2,175
STICHTING ETTY HILLESUM CENTRUM;DEVENTER;5,205
STICHTING EUREGIO PUBLIEKSCENTRUM VOOR STERRENKUNDE;LATTROP-BREKLENKAMP;4,329
STICHTING EUROPEAN UNION EDUCATION FOUNDATION (CHEER);AMSTELVEEN;3,780
STICHTING EURO-SPORTRING;BAARN;71,139
STICHTING EVENEMENTEN EN PROMOTIE NOORDOOSTPOLDER;EMMELOORD;9,195
STICHTING EXPLOITATIE ACCOMMODATIE VELO;WATERINGEN;3,042
STICHTING EXPLOITATIE DE TIL GROEP;GIESSENBURG;15,768
STICHTING EXPLOITATIE DE ZWAAN;BERKENWOUDE;6,222
STICHTING EXPLOITATIE EIGEN HUIS;LEIDEN;858
STICHTING EXPLOITATIE FORTEILAND IJMUIDEN;IJMUIDEN;1,212
STICHTING EXPLOITATIE GEMEENSCHAPSHUIS NIEUW-VOSSEMEER;NIEUW-VOSSEMEER;2,484
STICHTING EXPLOITATIE GEMEENSCHAPSVOORZIENING SINT MARTINUS WELTEN-BENZENRADE;HEERLEN;10,116
STICHTING EXPLOITATIE HORECA ACV;VROOMSHOOP;4,827
STICHTING EXPLOITATIE SOCIETEIT QUINTUS;LEIDEN;2,913
STICHTING EXPLOITATIE SPORTHAL;BUNSCHOTEN-SPAKENBURG;2,964
STICHTING EXPLOITATIE WEIJENBELT;ZWOLLE;6,648
STICHTING EZELS & CO;NEEDE;4,395
STICHTING F.W.G.;UTRECHT;5,604
STICHTING FABLAB GRONINGEN;GRONINGEN;684
STICHTING FACILITEITENGEBOUW JEKERDAL;MAASTRICHT;2,754
STICHTING FAIR2;UBBERGEN;3,006
STICHTING FC EINDHOVEN;EINDHOVEN;80,877
STICHTING FESTIVAL KLASSIEKE MUZIEK ELBURG;T HARDE;2,286
STICHTING FIGHT CANCER;HILVERSUM;28,002
STICHTING FILM- EN THEATERCENTRUM PLAZA FUTURA;EINDHOVEN;66,375
STICHTING FILM&THEATER ZUTPHEN;ZUTPHEN;2,766
STICHTING FILMHUIS ALKMAAR;ALKMAAR;12,198
STICHTING FILMHUIS BUSSUM;BUSSUM;22,998
